T18A_est36	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est37	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est38	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est39	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est40	Subtotal	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100			VHUD80=0 AND VHUD100=1
T18A_est41	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est42	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est43	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est44	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est45	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est46	Subtotal	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD100			VHUD100=0
T18A_est47	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est48	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est49	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est50	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est51	Detail	Owner occupied with a mortgage	2 to 4 units in structure	 AND Value greater than VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est52	Subtotal	Owner occupied with a mortgage	5 or more units in structure				BLD=6:9
T18A_est53	Subtotal	Owner occupied with a mortgage	5 or more units in structure	 AND Value less than or equal to VHUD50			VHUD50=1
T18A_est54	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value less than or equal to VHUD50	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est55	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est56	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est57	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est58	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est59	Subtotal	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80			VHUD50=0 AND VHUD80=1
T18A_est60	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est61	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est62	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est63	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est64	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est65	Subtotal	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100			VHUD80=0 AND VHUD100=1
T18A_est66	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est67	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est68	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est69	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est70	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est71	Subtotal	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD100			VHUD100=0
T18A_est72	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est73	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est74	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est75	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est76	Detail	Owner occupied with a mortgage	5 or more units in structure	 AND Value greater than VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est77	Subtotal	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)				BLD=1,10
T18A_est78	Subtotal	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value less than or equal to VHUD50			VHUD50=1
T18A_est79	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value less than or equal to VHUD50	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est80	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value less than or equal to VHUD50	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est81	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value less than or equal to VHUD50	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est82	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value less than or equal to VHUD50	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est83	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value less than or equal to VHUD50	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est84	Subtotal	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD50 and less than or equal to VHUD80			VHUD50=0 AND VHUD80=1
T18A_est85	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est86	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est87	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est88	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est89	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est90	Subtotal	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD80 and less than or equal to VHUD100			VHUD80=0 AND VHUD100=1
T18A_est91	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est92	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est93	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est94	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est95	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_est96	Subtotal	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD100			VHUD100=0
T18A_est97	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18A_est98	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18A_est99	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18A_est100	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18A_est101	Detail	Owner occupied with a mortgage	Other structure type (mobile homes, etc.)	 AND Value greater than VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18A_moe1	MOE	Margin of error for estimate T18A_est1					
T18A_moe2	MOE	Margin of error for estimate T18A_est2					
T18A_moe3	MOE	Margin of error for estimate T18A_est3					
T18A_moe4	MOE	Margin of error for estimate T18A_est4					
T18A_moe5	MOE	Margin of error for estimate T18A_est5					
T18A_moe6	MOE	Margin of error for estimate T18A_est6					
T18A_moe7	MOE	Margin of error for estimate T18A_est7					
T18A_moe8	MOE	Margin of error for estimate T18A_est8					
T18A_moe9	MOE	Margin of error for estimate T18A_est9					
T18A_moe10	MOE	Margin of error for estimate T18A_est10					
T18A_moe11	MOE	Margin of error for estimate T18A_est11					
T18A_moe12	MOE	Margin of error for estimate T18A_est12					
T18A_moe13	MOE	Margin of error for estimate T18A_est13					
T18A_moe14	MOE	Margin of error for estimate T18A_est14					
T18A_moe15	MOE	Margin of error for estimate T18A_est15					
T18A_moe16	MOE	Margin of error for estimate T18A_est16					
T18A_moe17	MOE	Margin of error for estimate T18A_est17					
T18A_moe18	MOE	Margin of error for estimate T18A_est18					
T18A_moe19	MOE	Margin of error for estimate T18A_est19					
T18A_moe20	MOE	Margin of error for estimate T18A_est20					
T18A_moe21	MOE	Margin of error for estimate T18A_est21					
T18A_moe22	MOE	Margin of error for estimate T18A_est22					
T18A_moe23	MOE	Margin of error for estimate T18A_est23					
T18A_moe24	MOE	Margin of error for estimate T18A_est24					
T18A_moe25	MOE	Margin of error for estimate T18A_est25					
T18A_moe26	MOE	Margin of error for estimate T18A_est26					
T18A_moe27	MOE	Margin of error for estimate T18A_est27					
T18A_moe28	MOE	Margin of error for estimate T18A_est28					
T18A_moe29	MOE	Margin of error for estimate T18A_est29					
T18A_moe30	MOE	Margin of error for estimate T18A_est30					
T18A_moe31	MOE	Margin of error for estimate T18A_est31					
T18A_moe32	MOE	Margin of error for estimate T18A_est32					
T18A_moe33	MOE	Margin of error for estimate T18A_est33					
T18A_moe34	MOE	Margin of error for estimate T18A_est34					
T18A_moe35	MOE	Margin of error for estimate T18A_est35					
T18A_moe36	MOE	Margin of error for estimate T18A_est36					
T18A_moe37	MOE	Margin of error for estimate T18A_est37					
T18A_moe38	MOE	Margin of error for estimate T18A_est38					
T18A_moe39	MOE	Margin of error for estimate T18A_est39					
T18A_moe40	MOE	Margin of error for estimate T18A_est40					
T18A_moe41	MOE	Margin of error for estimate T18A_est41					
T18A_moe42	MOE	Margin of error for estimate T18A_est42					
T18A_moe43	MOE	Margin of error for estimate T18A_est43					
T18A_moe44	MOE	Margin of error for estimate T18A_est44					
T18A_moe45	MOE	Margin of error for estimate T18A_est45					
T18A_moe46	MOE	Margin of error for estimate T18A_est46					
T18A_moe47	MOE	Margin of error for estimate T18A_est47					
T18A_moe48	MOE	Margin of error for estimate T18A_est48					
T18A_moe49	MOE	Margin of error for estimate T18A_est49					
T18A_moe50	MOE	Margin of error for estimate T18A_est50					
T18A_moe51	MOE	Margin of error for estimate T18A_est51					
T18A_moe52	MOE	Margin of error for estimate T18A_est52					
T18A_moe53	MOE	Margin of error for estimate T18A_est53					
T18A_moe54	MOE	Margin of error for estimate T18A_est54					
T18A_moe55	MOE	Margin of error for estimate T18A_est55					
T18A_moe56	MOE	Margin of error for estimate T18A_est56					
T18A_moe57	MOE	Margin of error for estimate T18A_est57					
T18A_moe58	MOE	Margin of error for estimate T18A_est58					
T18A_moe59	MOE	Margin of error for estimate T18A_est59					
T18A_moe60	MOE	Margin of error for estimate T18A_est60					
T18A_moe61	MOE	Margin of error for estimate T18A_est61					
T18A_moe62	MOE	Margin of error for estimate T18A_est62					
T18A_moe63	MOE	Margin of error for estimate T18A_est63					
T18A_moe64	MOE	Margin of error for estimate T18A_est64					
T18A_moe65	MOE	Margin of error for estimate T18A_est65					
T18A_moe66	MOE	Margin of error for estimate T18A_est66					
T18A_moe67	MOE	Margin of error for estimate T18A_est67					
T18A_moe68	MOE	Margin of error for estimate T18A_est68					
T18A_moe69	MOE	Margin of error for estimate T18A_est69					
T18A_moe70	MOE	Margin of error for estimate T18A_est70					
T18A_moe71	MOE	Margin of error for estimate T18A_est71					
T18A_moe72	MOE	Margin of error for estimate T18A_est72					
T18A_moe73	MOE	Margin of error for estimate T18A_est73					
T18A_moe74	MOE	Margin of error for estimate T18A_est74					
T18A_moe75	MOE	Margin of error for estimate T18A_est75					
T18A_moe76	MOE	Margin of error for estimate T18A_est76					
T18A_moe77	MOE	Margin of error for estimate T18A_est77					
T18A_moe78	MOE	Margin of error for estimate T18A_est78					
T18A_moe79	MOE	Margin of error for estimate T18A_est79					
T18A_moe80	MOE	Margin of error for estimate T18A_est80					
T18A_moe81	MOE	Margin of error for estimate T18A_est81					
T18A_moe82	MOE	Margin of error for estimate T18A_est82					
T18A_moe83	MOE	Margin of error for estimate T18A_est83					
T18A_moe84	MOE	Margin of error for estimate T18A_est84					
T18A_moe85	MOE	Margin of error for estimate T18A_est85					
T18A_moe86	MOE	Margin of error for estimate T18A_est86					
T18A_moe87	MOE	Margin of error for estimate T18A_est87					
T18A_moe88	MOE	Margin of error for estimate T18A_est88					
T18A_moe89	MOE	Margin of error for estimate T18A_est89					
T18A_moe90	MOE	Margin of error for estimate T18A_est90					
T18A_moe91	MOE	Margin of error for estimate T18A_est91					
T18A_moe92	MOE	Margin of error for estimate T18A_est92					
T18A_moe93	MOE	Margin of error for estimate T18A_est93					
T18A_moe94	MOE	Margin of error for estimate T18A_est94					
T18A_moe95	MOE	Margin of error for estimate T18A_est95					
T18A_moe96	MOE	Margin of error for estimate T18A_est96					
T18A_moe97	MOE	Margin of error for estimate T18A_est97					
T18A_moe98	MOE	Margin of error for estimate T18A_est98					
T18A_moe99	MOE	Margin of error for estimate T18A_est99					
T18A_moe100	MOE	Margin of error for estimate T18A_est100					
T18A_moe101	MOE	Margin of error for estimate T18A_est101					
T18B_est1	Total	Total: Owner occupied housing units with no mortgage balance					
T18B_est2	Subtotal	Owner occupied with no mortgage balance	One unit in structure				BLD=2:3
T18B_est3	Subtotal	Owner occupied with no mortgage balance	One unit in structure	 AND Value less than or equal to VHUD50			VHUD50=1
T18B_est4	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value less than or equal to VHUD50	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18B_est5	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18B_est6	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18B_est7	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18B_est8	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value less than or equal to VHUD50	 AND Household income greater than 100% of HAMFI		HUD100=0
T18B_est9	Subtotal	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80			VHUD50=0 AND VHUD80=1
T18B_est10	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18B_est11	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18B_est12	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18B_est13	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18B_est14	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD50 and less than or equal to VHUD80	 AND Household income greater than 100% of HAMFI		HUD100=0
T18B_est15	Subtotal	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100			VHUD80=0 AND VHUD100=1
T18B_est16	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income less than or equal to 30% of HAMFI		HUD30=1
T18B_est17	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 30% of HAMFI but less than or equal to 50% of HAMFI		HUD30=0 AND HUD50=1
T18B_est18	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 50% of HAMFI but less than or equal to 80% of HAMFI		HUD50=0 AND HUD80=1
T18B_est19	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 80% of HAMFI but less than or equal to 100% of HAMFI		HUD80=0 AND HUD100=1
T18B_est20	Detail	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD80 and less than or equal to VHUD100	 AND Household income greater than 100% of HAMFI		HUD100=0
T18B_est21	Subtotal	Owner occupied with no mortgage balance	One unit in structure	 AND Value greater than VHUD100			VHUD100=0
